70001,70001,70001,1:33:20.08,-0.04394665,-0.9516892,-0.1572314,-0.06103702,0.06103702,0.0,18.04,1016.601,0,0,0,0
70002,70002,70002,1:33:20.16,-0.03906369,-0.9599903,-0.14844200000000002,-0.06103702,0.06103702,0.0,18.04,1016.601,0,0,0,0
70003,70003,70003,1:33:20.24,-0.04248177,-0.954619,-0.1567431,0.0,0.06103702,0.0,18.04,1016.574,0,0,0,0
70004,70004,70004,1:33:20.32,-0.04199347,-0.954619,-0.1518601,-0.06103702,0.122074,0.06103702,18.04,1016.574,0,0,0,0
70005,70005,70005,1:33:20.40,-0.04345836,-0.9580371,-0.1479537,-0.06103702,0.122074,0.0,18.04,1016.601,0,0,0,0
70006,70006,70006,1:33:20.48,-0.04199347,-0.9599903,-0.1523484,0.0,0.06103702,0.06103702,18.04,1016.629,0,0,0,0
70007,70007,70007,1:33:20.56,-0.04443495,-0.9575487,-0.15283670000000002,0.0,0.06103702,0.0,18.04,1016.61,0,0,0,0
70008,70008,70008,1:33:20.64,-0.04541154,-0.9585254,-0.15283670000000002,0.0,0.06103702,0.06103702,18.04,1016.582,0,0,0,0
70009,70009,70009,1:33:20.72,-0.03906369,-0.9570605,-0.15478989999999998,-0.06103702,0.122074,0.0,18.05,1016.59,0,0,0,0
70010,70010,70010,1:33:20.80,-0.04150517,-0.9585254,-0.15039520000000006,-0.06103702,0.06103702,0.0,18.05,1016.618,0,0,0,0
70011,70011,70011,1:33:20.88,-0.04101688,-0.9541307,-0.1538133,-0.06103702,0.06103702,0.06103702,18.04,1016.61,0,0,0,0
70012,70012,70012,1:33:20.96,-0.04443495,-0.949736,-0.153325,-0.06103702,0.122074,0.0,18.04,1016.574,0,0,0,0
70013,70013,70013,1:33:21.04,-0.04345836,-0.9555956,-0.1523484,-0.06103702,0.122074,0.06103702,18.04,1016.61,0,0,0,0
70014,70014,70014,1:33:21.12,-0.04492325,-0.9536424,-0.15478989999999998,0.0,0.122074,0.0,18.04,1016.61,0,0,0,0
70015,70015,70015,1:33:21.20,-0.04443495,-0.9580371,-0.1543016,0.0,0.06103702,0.06103702,18.04,1016.582,0,0,0,0
70016,70016,70016,1:33:21.28,-0.03955199,-0.9575487,-0.15478989999999998,0.0,0.122074,0.0,18.04,1016.582,0,0,0,0
70017,70017,70017,1:33:21.36,-0.04589984,-0.9512009,-0.161626,-0.06103702,0.06103702,0.0,18.04,1016.61,0,0,0,0
70018,70018,70018,1:33:21.44,-0.04638813,-0.9619434,-0.15478989999999998,-0.06103702,0.06103702,0.0,18.04,1016.582,0,0,0,0
70019,70019,70019,1:33:21.52,-0.04297006,-0.9560839,-0.15283670000000002,0.0,0.06103702,0.06103702,18.04,1016.582,0,0,0,0
70020,70020,70020,1:33:21.60,-0.04052858,-0.9536424,-0.15283670000000002,-0.06103702,0.06103702,0.0,18.05,1016.59,0,0,0,0
70021,70021,70021,1:33:21.68,-0.04492325,-0.9570605,-0.15137179999999995,-0.06103702,0.06103702,0.06103702,18.04,1016.555,0,0,0,0
70022,70022,70022,1:33:21.76,-0.04004028,-0.9536424,-0.15283670000000002,-0.06103702,0.06103702,0.0,18.05,1016.563,0,0,0,0
70023,70023,70023,1:33:21.84,-0.04541154,-0.9541307,-0.1508835,-0.06103702,0.06103702,0.06103702,18.04,1016.582,0,0,0,0
70024,70024,70024,1:33:21.92,-0.04492325,-0.9575487,-0.15137179999999995,0.0,0.06103702,0.0,18.05,1016.59,0,0,0,0
70025,70025,70025,1:33:22.00,-0.0380871,-0.9580371,-0.1508835,-0.06103702,0.122074,0.0,18.05,1016.618,0,0,0,0
70026,70026,70026,1:33:22.08,-0.04150517,-0.9580371,-0.1479537,0.0,0.122074,0.0,18.05,1016.618,0,0,0,0
70027,70027,70027,1:33:22.16,-0.04736473,-0.9507126,-0.1523484,0.0,0.122074,0.06103702,18.05,1016.59,0,0,0,0
70028,70028,70028,1:33:22.24,-0.04394665,-0.9555956,-0.15039520000000006,0.0,0.122074,0.0,18.05,1016.598,0,0,0,0
70029,70029,70029,1:33:22.32,-0.04736473,-0.9614551,-0.1557665,0.0,0.06103702,0.0,18.05,1016.59,0,0,0,0
70030,70030,70030,1:33:22.40,-0.0380871,-0.954619,-0.1469771,0.0,0.06103702,0.06103702,18.04,1016.582,0,0,0,0
70031,70031,70031,1:33:22.48,-0.04345836,-0.9551073,-0.1572314,-0.06103702,0.06103702,0.0,18.04,1016.582,0,0,0,0
70032,70032,70032,1:33:22.56,-0.04199347,-0.9555956,-0.15625479999999994,0.0,0.122074,0.0,18.05,1016.618,0,0,0,0
70033,70033,70033,1:33:22.64,-0.04150517,-0.9521775,-0.15478989999999998,0.0,0.06103702,0.0,18.05,1016.653,0,0,0,0
70034,70034,70034,1:33:22.72,-0.04297006,-0.9516892,-0.1552782,-0.06103702,0.06103702,0.0,18.05,1016.618,0,0,0,0
70035,70035,70035,1:33:22.80,-0.04541154,-0.9536424,-0.1494186,0.0,0.122074,0.0,18.04,1016.582,0,0,0,0
70036,70036,70036,1:33:22.88,-0.03613392,-0.9595019,-0.15283670000000002,0.0,0.122074,0.0,18.04,1016.61,0,0,0,0
70037,70037,70037,1:33:22.96,-0.04687643,-0.9580371,-0.15039520000000006,0.0,0.06103702,0.0,18.04,1016.61,0,0,0,0
70038,70038,70038,1:33:23.04,-0.04394665,-0.954619,-0.1552782,0.0,0.122074,0.06103702,18.04,1016.582,0,0,0,0
70039,70039,70039,1:33:23.12,-0.04101688,-0.9590136,-0.15625479999999994,0.0,0.122074,0.0,18.04,1016.582,0,0,0,0
70040,70040,70040,1:33:23.20,-0.04394665,-0.9516892,-0.1508835,0.0,0.06103702,0.0,18.05,1016.59,0,0,0,0
70041,70041,70041,1:33:23.28,-0.04297006,-0.9555956,-0.1494186,-0.06103702,0.06103702,0.06103702,18.04,1016.61,0,0,0,0
70042,70042,70042,1:33:23.36,-0.04541154,-0.9570605,-0.1523484,-0.06103702,0.06103702,0.0,18.05,1016.59,0,0,0,0
70043,70043,70043,1:33:23.44,-0.04199347,-0.9526658,-0.1543016,-0.06103702,0.06103702,0.0,18.05,1016.59,0,0,0,0
70044,70044,70044,1:33:23.52,-0.04297006,-0.9565722,-0.1479537,-0.06103702,0.122074,0.06103702,18.04,1016.582,0,0,0,0
70045,70045,70045,1:33:23.60,-0.04199347,-0.9526658,-0.15478989999999998,0.0,0.122074,0.0,18.04,1016.555,0,0,0,0
70046,70046,70046,1:33:23.68,-0.04199347,-0.9560839,-0.1523484,0.0,0.122074,0.06103702,18.04,1016.555,0,0,0,0
70047,70047,70047,1:33:23.76,-0.04248177,-0.9551073,-0.15478989999999998,0.0,0.122074,0.0,18.04,1016.582,0,0,0,0
70048,70048,70048,1:33:23.84,-0.04101688,-0.9560839,-0.1489303,0.0,0.06103702,0.0,18.05,1016.59,0,0,0,0
70049,70049,70049,1:33:23.92,-0.04052858,-0.9536424,-0.1557665,0.0,0.06103702,0.0,18.05,1016.563,0,0,0,0
70050,70050,70050,1:33:24.00,-0.04150517,-0.9551073,-0.1499069,0.0,0.122074,0.06103702,18.04,1016.528,0,0,0,0
70051,70051,70051,1:33:24.08,-0.04443495,-0.9580371,-0.1543016,0.0,0.06103702,0.0,18.04,1016.528,0,0,0,0
70052,70052,70052,1:33:24.16,-0.04150517,-0.9560839,-0.1538133,-0.06103702,0.122074,0.06103702,18.04,1016.528,0,0,0,0
70053,70053,70053,1:33:24.24,-0.03955199,-0.9565722,-0.1523484,-0.06103702,0.122074,0.0,18.05,1016.563,0,0,0,0
70054,70054,70054,1:33:24.32,-0.04492325,-0.9536424,-0.15625479999999994,0.0,0.122074,0.06103702,18.05,1016.59,0,0,0,0
70055,70055,70055,1:33:24.40,-0.0385754,-0.9570605,-0.15039520000000006,-0.06103702,0.122074,0.0,18.04,1016.582,0,0,0,0
70056,70056,70056,1:33:24.48,-0.04345836,-0.9580371,-0.1557665,-0.06103702,0.06103702,0.0,18.04,1016.61,0,0,0,0
70057,70057,70057,1:33:24.56,-0.04297006,-0.9560839,-0.15039520000000006,-0.06103702,0.06103702,0.0,18.04,1016.582,0,0,0,0
70058,70058,70058,1:33:24.64,-0.04345836,-0.9560839,-0.1523484,-0.06103702,0.122074,0.06103702,18.04,1016.601,0,0,0,0
70059,70059,70059,1:33:24.72,-0.04101688,-0.9541307,-0.1469771,-0.06103702,0.122074,0.0,18.04,1016.61,0,0,0,0
70060,70060,70060,1:33:24.80,-0.04297006,-0.9555956,-0.15283670000000002,0.0,0.122074,0.06103702,18.05,1016.618,0,0,0,0
70061,70061,70061,1:33:24.88,-0.0385754,-0.9585254,-0.1538133,0.0,0.122074,0.0,18.05,1016.59,0,0,0,0
70062,70062,70062,1:33:24.96,-0.04199347,-0.9536424,-0.1543016,0.0,0.122074,0.06103702,18.05,1016.59,0,0,0,0
70063,70063,70063,1:33:25.04,-0.04443495,-0.9575487,-0.15039520000000006,0.0,0.122074,0.06103702,18.05,1016.598,0,0,0,0
70064,70064,70064,1:33:25.12,-0.04199347,-0.9575487,-0.1499069,-0.06103702,0.06103702,0.0,18.05,1016.59,0,0,0,0
70065,70065,70065,1:33:25.20,-0.04297006,-0.9531541,-0.1518601,0.0,0.06103702,0.0,18.05,1016.59,0,0,0,0
70066,70066,70066,1:33:25.28,-0.04443495,-0.9555956,-0.1518601,0.0,0.122074,0.06103702,18.05,1016.59,0,0,0,0
70067,70067,70067,1:33:25.36,-0.04394665,-0.9570605,-0.1494186,0.0,0.122074,0.0,18.05,1016.571,0,0,0,0
70068,70068,70068,1:33:25.44,-0.04150517,-0.949736,-0.1499069,0.0,0.122074,0.06103702,18.05,1016.59,0,0,0,0
70069,70069,70069,1:33:25.52,-0.04443495,-0.9536424,-0.1552782,0.0,0.06103702,0.0,18.05,1016.563,0,0,0,0
70070,70070,70070,1:33:25.60,-0.04101688,-0.9575487,-0.15039520000000006,0.0,0.06103702,0.0,18.05,1016.563,0,0,0,0
70071,70071,70071,1:33:25.68,-0.04443495,-0.9551073,-0.15771970000000002,-0.06103702,0.122074,0.0,18.05,1016.563,0,0,0,0
70072,70072,70072,1:33:25.76,-0.04541154,-0.9580371,-0.1523484,-0.06103702,0.122074,0.0,18.05,1016.536,0,0,0,0
70073,70073,70073,1:33:25.84,-0.04394665,-0.9555956,-0.15039520000000006,0.0,0.122074,0.0,18.05,1016.536,0,0,0,0
70074,70074,70074,1:33:25.92,-0.04638813,-0.9580371,-0.15625479999999994,0.0,0.122074,0.06103702,18.05,1016.563,0,0,0,0
70075,70075,70075,1:33:26.00,-0.03613392,-0.9575487,-0.1523484,0.0,0.06103702,0.0,18.05,1016.59,0,0,0,0
70076,70076,70076,1:33:26.08,-0.04052858,-0.9595019,-0.14844200000000002,-0.06103702,0.122074,0.0,18.05,1016.626,0,0,0,0
70077,70077,70077,1:33:26.16,-0.04345836,-0.9570605,-0.1591845,0.0,0.06103702,0.0,18.05,1016.571,0,0,0,0
70078,70078,70078,1:33:26.24,-0.04638813,-0.954619,-0.15625479999999994,0.0,0.06103702,0.0,18.05,1016.571,0,0,0,0
