btx_id,timestamp,major,minor,pos_id,deviceid,lat,lon,recvDate
19,1545173868428,1,19,33,40993,35.001436,137.003992,"2018-12-19 07:57:48+09"
19,1545173870269,1,19,33,40993,35.001436,137.003992,"2018-12-19 07:57:50+09"
19,1545173872029,1,19,33,40993,35.001436,137.003992,"2018-12-19 07:57:52+09"
19,1545173874127,1,19,33,40993,35.001436,137.003992,"2018-12-19 07:57:54+09"
19,1545173875076,1,19,33,40993,35.001436,137.003992,"2018-12-19 07:57:55+09"
19,1545173877376,1,19,33,40993,35.001436,137.003992,"2018-12-19 07:57:57+09"
19,1545173929248,1,19,32,40992,35.000811,137.004329,"2018-12-19 07:58:49+09"
19,1545173930468,1,19,32,40992,35.000811,137.004329,"2018-12-19 07:58:50+09"
19,1545173934167,1,19,32,40992,35.000811,137.004329,"2018-12-19 07:58:54+09"
19,1545173934449,1,19,32,40992,35.000811,137.004329,"2018-12-19 07:58:54+09"
19,1545173935475,1,19,32,40992,35.000811,137.004329,"2018-12-19 07:58:55+09"
19,1545173938228,1,19,32,40992,35.000811,137.004329,"2018-12-19 07:58:58+09"
19,1545173939188,1,19,32,40992,35.000811,137.004329,"2018-12-19 07:58:59+09"
19,1545173940727,1,19,32,40992,35.000811,137.004329,"2018-12-19 07:59:00+09"
19,1545174006248,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:06+09"
19,1545174012168,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:12+09"
19,1545174013169,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:13+09"
19,1545174013508,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:13+09"
19,1545174014330,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:14+09"
19,1545174016037,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:16+09"
19,1545174019189,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:19+09"
19,1545174020099,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:20+09"
19,1545174021250,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:21+09"
19,1545174024171,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:24+09"
19,1545174026467,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:26+09"
19,1545174029089,1,19,2,40962,34.99986,137.004881,"2018-12-19 08:00:29+09"
19,1545179885487,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:05+09"
19,1545179898109,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:18+09"
19,1545179910227,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:30+09"
19,1545179912185,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:32+09"
19,1545179921092,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:41+09"
19,1545179923372,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:43+09"
19,1545179928288,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:48+09"
19,1545179929286,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:49+09"
19,1545179931206,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:51+09"
19,1545179936108,1,19,2,40962,34.99986,137.004881,"2018-12-19 09:38:56+09"
19,1545195447100,1,19,2,40962,34.99986,137.004881,"2018-12-19 13:57:27+09"
19,1545195462107,1,19,2,40962,34.99986,137.004881,"2018-12-19 13:57:42+09"
19,1545195469184,1,19,2,40962,34.99986,137.004881,"2018-12-19 13:57:49+09"
19,1545195469273,1,19,2,40962,34.99986,137.004881,"2018-12-19 13:57:49+09"
19,1545195485096,1,19,2,40962,34.99986,137.004881,"2018-12-19 13:58:05+09"
19,1545202667116,1,19,2,40962,34.99986,137.004881,"2018-12-19 15:57:47+09"
