,Unnamed: 0,line,time,Acceleration(X)[g],Acceleration(Y)[g],Acceleration(Z)[g],AngularRate(X)[dps],AngularRate(Y)[dps],AngularRate(Z)[dps],Temperature[degree],Pressure[hPa],MagnetCount,MagnetSwitch,onCrossroad,crossroadID
80363,80363,80363,47:09.0,-0.7480697,-0.3144627,-0.05664235,8.728293,-13.12296,-34.73006,17.09,1017.701,0,0,0,0
80364,80364,80364,47:09.1,-1.347697,-0.2861415,-0.09863582,8.667256,-2.807703,14.03851,17.09,1017.674,0,0,0,0
80365,80365,80365,47:09.2,-1.074252,-0.3711051,-0.1840876,-43.51939,-9.949034,43.58043,17.09,1017.674,0,0,0,0
80366,80366,80366,47:09.3,-1.271035,-0.4716941,-0.09375286,-32.16651,2.685629,12.39051,17.09,1017.709,0,0,0,0
80367,80367,80367,47:09.4,-0.4716941,-0.02148503,0.06250191,0.2441481,6.103702,3.662221,17.09,1017.709,0,0,0,0
80368,80368,80368,47:09.4,-0.5976745,-0.2387768,0.08398694,-13.73333,5.920591,-1.709037,17.09,1017.728,0,0,0,0
80369,80369,80369,47:09.5,-1.347697,-0.5674002,-0.2461013,-10.80355,0.0,27.0394,17.09,1017.701,0,0,0,0
80370,80370,80370,47:09.6,-1.634816,-0.4350719,-0.1547899,20.14222,-23.98755,34.3028,17.09,1017.701,0,0,0,0
80371,80371,80371,47:09.7,-1.138707,-0.06103702,-0.06884976,26.00177,-3.601184,11.41392,17.09,1017.701,0,0,0,0
80372,80372,80372,47:09.8,-0.4858547,-0.03613392,0.005371258,22.15644,0.06103702,-13.24503,17.09,1017.728,0,0,0,0
80373,80373,80373,47:09.8,-0.5224769,-0.04589984,-0.08154546,20.02014,-11.10874,-30.09125,17.09,1017.728,0,0,0,0
80374,80374,80374,47:09.9,-1.02884,-0.1518601,-0.1679739,17.39555,-16.54103,-40.46754,17.08,1017.693,0,0,0,0
80375,80375,80375,47:10.0,-1.512253,-0.249031,0.03027436,26.61214,27.71081,-14.95407,17.09,1017.728,0,0,0,0
80376,80376,80376,47:10.1,-0.7466048,-0.5029451,0.1210974,-13.06192,41.44414,-16.29688,17.09,1017.682,0,0,0,0
80377,80377,80377,47:10.2,-0.9746391,-0.4536271,0.04394665,-26.18488,16.11377,-13.12296,17.09,1017.682,0,0,0,0
80378,80378,80378,47:10.2,-0.5659353,-0.2797937,-0.05664235,-19.04355,2.014222,-6.225776,17.09,1017.674,0,0,0,0
80379,80379,80379,47:10.3,-0.6528519,-0.09912412,0.1093783,-5.12711,-0.8545183,-0.7324442,17.09,1017.701,0,0,0,0
80380,80380,80380,47:10.4,-0.6469924,-0.2280343,0.1660207,-11.23081,5.676443,11.23081,17.09,1017.701,0,0,0,0
80381,80381,80381,47:10.5,-1.508347,-0.3379009,-0.2148503,-24.17066,-6.714072,31.9834,17.09,1017.701,0,0,0,0
80382,80382,80382,47:10.6,-1.260781,-0.3779412,-0.2837001,-42.60384,-38.51436,28.87051,17.09,1017.701,0,0,0,0
80383,80383,80383,47:10.6,-0.7470931,-0.1015656,0.03466903,-6.164739,1.586962,11.96326,17.09,1017.701,0,0,0,0
80384,80384,80384,47:10.7,-0.4399548,-0.09326456,-0.1489303,-17.09036,-1.953185,-0.1831111,17.08,1017.693,0,0,0,0
