76188,76188,76188,41:35.0,-0.7910398,-0.1298868,0.1499069,11.65807,7.385479,19.71496,18.04,1017.647,0,0,0,0
76189,76189,76189,41:35.1,-1.158239,-0.08154546,0.009277627,8.178961,-0.7934812,40.77273,18.05,1017.609,0,0,0,0
76190,76190,76190,41:35.2,-1.076205,-0.375988,-0.01904355,11.10874,-17.02933,26.49007,18.05,1017.636,0,0,0,0
76191,76191,76191,41:35.3,-0.9736626,-0.2929777,0.06884976,3.357036,-15.38133,-5.676443,18.05,1017.601,0,0,0,0
76192,76192,76192,41:35.4,-0.7075411,-0.1679739,-0.003418073,2.014222,3.845332,-2.86874,18.04,1017.593,0,0,0,0
76193,76193,76193,41:35.4,-0.7910398,-0.118656,0.01757866,9.033479,-3.784295,0.5493332,18.04,1017.593,0,0,0,0
76194,76194,76194,41:35.5,-0.8882107,-0.02832118,0.04004028,14.832,-7.385479,3.173925,18.04,1017.612,0,0,0,0
76195,76195,76195,41:35.6,-0.9673147,-0.06201361,0.1215857,11.84118,-1.831111,5.493332,18.04,1017.612,0,0,0,0
76196,76196,76196,41:35.7,-1.303262,-0.5415204,0.258797,-14.95407,2.990814,20.50844,18.04,1017.557,0,0,0,0
76197,76197,76197,41:35.8,-1.408246,-0.4541154,0.08740501,-13.36711,5.676443,-1.892148,18.04,1017.557,0,0,0,0
76198,76198,76198,41:35.8,-0.8784448,-0.2002014,0.01171911,-22.03436,-8.911405,-9.460738,18.04,1017.557,0,0,0,0
76199,76199,76199,41:35.9,-0.6328318,-0.09228797,0.05420087,-6.469924,-2.075259,-14.03851,18.03,1017.576,0,0,0,0
76200,76200,76200,41:36.0,-0.7612537,-0.08447523,0.1103549,-13.8554,-0.06103702,-10.74252,18.03,1017.549,0,0,0,0
76201,76201,76201,41:36.1,-0.7817621,-0.135258,0.07470931,-25.94073,6.95822,-15.56444,18.03,1017.576,0,0,0,0
76202,76202,76202,41:36.2,-1.017121,-0.3056734,-0.1826228,-26.36799,4.211555,-0.3051851,18.03,1017.576,0,0,0,0
76203,76203,76203,41:36.2,-1.250526,-0.4931791,-0.2583087,-10.25422,-18.55525,13.55022,18.04,1017.584,0,0,0,0
76204,76204,76204,41:36.3,-0.5937681,-0.2309641,0.009277627,0.7324442,17.51762,-13.91644,18.04,1017.647,0,0,0,0
76205,76205,76205,41:36.4,-0.6977752,-0.1875057,-0.03418073,-7.629627,2.685629,-7.934813,18.04,1017.647,0,0,0,0
76206,76206,76206,41:36.5,-0.8740501,-0.2617267,-0.08252205,-7.202368,-7.934813,-6.286813,18.04,1017.593,0,0,0,0
76207,76207,76207,41:36.6,-0.9004181,-0.1411176,-0.02294992,0.3662221,-2.502518,0.9155553,18.04,1017.584,0,0,0,0
76208,76208,76208,41:36.6,-1.306192,-0.4272591,0.2202216,-2.807703,5.798517,26.79525,18.04,1017.557,0,0,0,0
76209,76209,76209,41:36.7,-0.9262978,-0.473159,-0.1469771,-2.197333,3.601184,-1.342814,18.03,1017.549,0,0,0,0
76210,76210,76210,41:36.8,-0.8554949,-0.2441481,-0.04638813,-2.441481,-17.6397,-1.342814,18.03,1017.576,0,0,0,0
76211,76211,76211,41:36.9,-0.6469924,-0.09472945,0.100589,36.98843,4.08948,3.47911,18.04,1017.557,0,0,0,0
76212,76212,76212,41:37.0,-1.024445,-0.1001007,0.1728568,37.90399,7.385479,14.40474,18.04,1017.557,0,0,0,0
76213,76213,76213,41:37.0,-0.8706321,-0.2187567,0.0634785,26.06281,11.78014,16.96829,18.03,1017.549,0,0,0,0
76214,76214,76214,41:37.1,-1.57915,-0.2905362,0.01367229,23.2551,9.521775,40.65065,18.03,1017.549,0,0,0,0
76215,76215,76215,41:37.2,-0.8218024,0.07910398,0.07861568,37.65984,-0.7324442,30.45747,18.03,1017.549,0,0,0,0
76216,76216,76216,41:37.3,-0.74514,-0.1684622,0.1127964,23.43822,-1.403851,1.831111,18.03,1017.549,0,0,0,0
76217,76217,76217,41:37.4,-0.9302042,-0.1479537,0.04101688,-5.798517,-15.56444,-12.93985,18.03,1017.549,0,0,0,0
76218,76218,76218,41:37.4,-0.7578356,-0.01074252,0.01611377,-6.042665,-13.91644,-27.89392,18.04,1017.53,0,0,0,0
76219,76219,76219,41:37.5,-0.8047121,-0.2031312,-0.08252205,-5.188147,-11.0477,-29.8471,18.03,1017.522,0,0,0,0
76220,76220,76220,41:37.6,-1.215857,-0.05175939,0.1606494,-2.319407,-10.92563,-20.56948,18.04,1017.557,0,0,0,0
76221,76221,76221,41:37.7,-1.324747,-0.3110447,0.1313517,-2.86874,18.73837,8.423109,18.04,1017.557,0,0,0,0
76222,76222,76222,41:37.8,-1.09183,-0.5117344,0.02050844,-30.09125,20.38636,9.887997,18.04,1017.53,0,0,0,0
76223,76223,76223,41:37.8,-0.8779565,-0.2519608,-0.07373272,-20.38636,14.3437,12.14637,18.03,1017.549,0,0,0,0
76224,76224,76224,41:37.9,-0.5415204,-0.0258797,0.2763756,20.56948,8.301035,-13.55022,18.03,1017.549,0,0,0,0
76225,76225,76225,41:38.0,-0.8384045,-0.07470931,0.1894589,-3.173925,0.3662221,-14.3437,18.03,1017.576,0,0,0,0
76226,76226,76226,41:38.1,-1.077181,-0.3916135,0.05468917,-26.24592,-5.310221,0.1831111,18.04,1017.557,0,0,0,0
76227,76227,76227,41:38.2,-1.391644,-0.232429,0.2080142,2.563555,-5.493332,31.43406,18.04,1017.584,0,0,0,0
76228,76228,76228,41:38.2,-0.9907529,-0.2080142,-0.07422101,3.723258,-7.56859,33.26517,18.04,1017.612,0,0,0,0
76229,76229,76229,41:38.3,-1.034211,-0.271981,-0.02734458,-2.319407,-7.446517,6.897183,18.03,1017.604,0,0,0,0
76230,76230,76230,41:38.4,-0.6738487,-0.09570605,0.02294992,15.9917,-0.122074,-10.01007,18.03,1017.568,0,0,0,0
76231,76231,76231,41:38.5,-0.7602771,-0.04931791,0.05273598,19.77599,-5.371258,-11.78014,18.03,1017.549,0,0,0,0
76232,76232,76232,41:38.6,-0.928251,-0.009765923,0.08691671,17.76177,-10.07111,-8.606219,18.03,1017.549,0,0,0,0
76233,76233,76233,41:38.6,-0.9927061,-0.09521775,0.153325,6.530961,2.563555,2.197333,18.03,1017.604,0,0,0,0
