81375,81375,81375,48:30.0,-1.391156,-0.6308786,-0.02197333,-28.26014,-16.35792,21.05777,16.85,1017.797,0,0,1,46
81376,81376,81376,48:30.1,-1.072787,-0.2553789,-0.002929777,-16.90726,-10.43733,-13.67229,16.85,1017.769,0,0,1,46
81377,81377,81377,48:30.2,-0.4399548,0.0380871,0.0249031,3.906369,1.586962,-21.17985,16.85,1017.769,0,0,1,46
81378,81378,81378,48:30.2,-0.6089053,-0.08154546,-0.04980621,2.380444,-0.06103702,-26.12384,16.86,1017.804,0,0,1,46
81379,81379,81379,48:30.3,-0.9814753,-0.1499069,-0.09961241,-1.586962,-12.08533,-26.49007,16.86,1017.804,0,0,1,46
81380,81380,81380,48:30.4,-1.139195,-0.09717093,-0.03027436,15.13718,3.357036,-2.502518,16.86,1017.804,0,0,1,46
81381,81381,81381,48:30.5,-1.086947,-0.5527512,0.2729576,-0.3662221,11.47496,10.31526,16.86,1017.804,0,0,1,46
81382,81382,81382,48:30.6,-1.119175,-0.4712058,0.05517747,-14.22163,11.78014,-3.906369,16.85,1017.769,0,0,1,46
81383,81383,81383,48:30.6,-0.7187719,-0.158208,-0.09619434,-14.77096,-18.55525,-1.037629,16.85,1017.761,0,0,1,46
81384,81384,81384,48:30.7,-0.6577349,-0.08691671,0.06543168,13.12296,-4.211555,-14.95407,16.85,1017.788,0,0,1,46
81385,81385,81385,48:30.8,-0.8950468,-0.0893582,0.2392651,14.09955,10.25422,-10.80355,16.85,1017.788,0,0,1,46
81386,81386,81386,48:30.9,-1.141148,-0.389172,0.08545183,-0.9765923,8.972442,-2.136296,16.85,1017.788,0,0,1,46
81387,81387,81387,48:31.0,-1.500534,-0.6577349,-0.01757866,-6.775109,-6.775109,6.34785,16.85,1017.788,0,0,1,46
81388,81388,81388,48:31.0,-0.7837153,-0.2373119,0.08349864,-2.86874,7.751701,-25.14725,16.85,1017.788,0,0,1,46
81389,81389,81389,48:31.1,-0.3051851,-0.1367229,0.008301035,-3.357036,11.10874,-23.49925,16.85,1017.788,0,0,1,46
81390,81390,81390,48:31.2,-0.6670126,-0.2695395,-0.1313517,-16.96829,-2.624592,-3.173925,16.84,1017.78,0,0,1,46
81391,81391,81391,48:31.3,-1.082553,-0.08545183,-0.09717093,-8.545182,-8.972442,20.87466,16.85,1017.788,0,0,1,46
81392,81392,81392,48:31.4,-1.433149,-0.7251198,0.2978607,-0.06103702,6.225776,30.39643,16.85,1017.816,0,0,1,46
81393,81393,81393,48:31.4,-0.8955352,-0.5024567,0.08398694,13.184,22.88888,-3.723258,16.85,1017.816,0,0,1,46
81394,81394,81394,48:31.5,-0.9272744,-0.2973724,-0.07226783,-20.02014,-16.41896,-5.12711,16.85,1017.816,0,0,1,46
81395,81395,81395,48:31.6,-0.5405439,-0.07959227,0.05468917,11.10874,-3.540147,-7.019257,16.85,1017.816,0,0,1,46
81396,81396,81396,48:31.7,-0.6235542,-0.04785302,0.1899472,13.91644,8.728293,-0.3662221,16.85,1017.788,0,0,1,46
81397,81397,81397,48:31.8,-0.9472945,-0.2612385,0.2368236,-1.464888,9.155553,23.13303,16.85,1017.788,0,0,1,46
81398,81398,81398,48:31.8,-1.769097,-0.4629048,0.02783288,-10.68148,0.2441481,44.55702,16.85,1017.788,0,0,1,46
81399,81399,81399,48:31.9,-1.314005,-0.4043092,0.1704154,6.469924,-4.455702,29.72503,16.84,1017.78,0,0,1,46
81400,81400,81400,48:32.0,-0.8447524,-0.2270577,0.1523484,0.9155553,0.4272591,-13.73333,16.84,1017.78,0,0,1,46
81401,81401,81401,48:32.1,-0.4018677,-0.06103702,0.0629902,-7.507553,10.43733,-17.82281,16.84,1017.78,0,0,1,46
81402,81402,81402,48:32.2,-0.6557817,-0.1084017,-0.05908383,-15.93066,-9.582812,-8.911405,16.84,1017.808,0,0,1,46
81403,81403,81403,48:32.2,-0.9165319,-0.148442,-0.06103702,-2.929777,-21.36296,-2.563555,16.84,1017.835,0,0,1,46
81404,81404,81404,48:32.3,-1.108432,-0.1958068,0.006836146,9.582812,-10.5594,4.882962,16.85,1017.843,0,0,1,46
81405,81405,81405,48:32.4,-1.072787,-0.6587115,0.1567431,-4.08948,2.25837,5.371258,16.85,1017.843,0,0,1,46
81406,81406,81406,48:32.5,-1.112827,-0.5498215,-0.1020539,-13.61126,3.295999,-10.25422,16.85,1017.843,0,0,1,46
81407,81407,81407,48:32.6,-0.7290261,-0.1621143,0.02929777,3.173925,-11.84118,-15.19822,16.85,1017.843,0,0,1,46
81408,81408,81408,48:32.6,-0.7236549,-0.1494186,0.1176794,-0.8545183,6.591998,-7.385479,16.84,1017.808,0,0,1,46
81409,81409,81409,48:32.7,-1.123081,-0.468276,0.01171911,-10.37629,5.920591,2.929777,16.84,1017.835,0,0,1,46
81410,81410,81410,48:32.8,-0.8686789,-0.2636799,-0.2109439,-3.540147,-12.14637,17.09036,16.84,1017.835,0,0,1,46
81411,81411,81411,48:32.9,-1.173864,-0.2876064,-0.1191443,-10.98666,-4.516739,11.0477,16.84,1017.808,0,0,1,46
81412,81412,81412,48:33.0,-0.6753136,-0.214362,-0.01953185,-24.04859,0.4272591,4.333628,16.84,1017.808,0,0,1,46
81413,81413,81413,48:33.0,-0.5527512,-0.153325,-0.08642842,-17.94488,2.807703,-2.136296,16.85,1017.816,0,0,1,46
81414,81414,81414,48:33.1,-0.819361,-0.2070376,-0.1704154,-15.07614,-7.263405,-3.601184,16.84,1017.835,0,0,1,46
81415,81415,81415,48:33.2,-0.7466048,-0.01757866,0.01757866,5.371258,11.65807,9.21659,16.84,1017.835,0,0,1,46
81416,81416,81416,48:33.3,-1.564013,-0.7295145,0.271981,-3.051851,43.88562,43.64147,16.84,1017.835,0,0,1,46
81417,81417,81417,48:33.4,-1.344768,-0.341319,-0.04736473,-4.699851,27.83288,9.82696,16.84,1017.808,0,0,1,46
81418,81418,81418,48:33.4,-0.7260964,-0.05908383,0.05322428,7.56859,2.746666,-9.521775,16.85,1017.843,0,0,1,46
81419,81419,81419,48:33.5,-0.5088046,-0.02294992,0.1606494,16.35792,3.47911,-18.00592,16.84,1017.808,0,0,1,46
81420,81420,81420,48:33.6,-0.6836146,-0.03076266,0.2773522,-2.86874,3.357036,-20.99673,16.84,1017.808,0,0,1,46
81421,81421,81421,48:33.7,-0.9468063,-0.3969848,0.07812738,-25.51347,-0.7324442,-12.81777,16.85,1017.87,0,0,1,46
81422,81422,81422,48:33.8,-1.408734,-0.6372265,-0.1157262,-12.39051,-21.91229,13.48918,16.84,1017.835,0,0,1,46
81423,81423,81423,48:33.8,-1.542528,-0.4633931,0.00634785,23.68236,-19.40977,-3.112888,16.84,1017.827,0,0,1,46
81424,81424,81424,48:33.9,-0.8784448,-0.3178808,0.04736473,7.99585,-9.765924,-11.78014,16.84,1017.8,0,0,1,46
81425,81425,81425,48:34.0,-0.4140751,-0.1669973,0.04638813,12.51259,6.591998,-15.07614,16.84,1017.8,0,0,1,46
81426,81426,81426,48:34.1,-0.7192602,-0.1328166,-0.1499069,1.892148,-8.78933,-4.028443,16.84,1017.8,0,0,1,46
81427,81427,81427,48:34.2,-0.9614551,-0.1547899,-0.01855525,9.155553,-20.69155,-4.638813,16.84,1017.8,0,0,1,46
81428,81428,81428,48:34.2,-0.7759026,-0.7197486,0.1689505,-5.73748,17.45659,5.432295,16.84,1017.8,0,0,1,46
81429,81429,81429,48:34.3,-1.243202,-0.4775536,0.05566576,-9.704886,13.12296,5.371258,16.84,1017.8,0,0,1,46
81430,81430,81430,48:34.4,-0.6059755,-0.1518601,0.05859554,1.037629,3.662221,-3.295999,16.84,1017.8,0,0,1,46
81431,81431,81431,48:34.5,-0.6015809,-0.006836146,0.1850642,4.943998,10.07111,-10.62044,16.84,1017.8,0,0,1,46
81432,81432,81432,48:34.6,-0.7104709,-0.1850642,0.2099673,-13.67229,12.51259,-10.19318,16.84,1017.808,0,0,1,46
81433,81433,81433,48:34.6,-1.043489,-0.3735466,0.04443495,-31.06784,2.990814,17.94488,16.84,1017.808,0,0,1,46
81434,81434,81434,48:34.7,-1.353069,-0.5024567,-0.2168035,-18.55525,-18.55525,42.35969,16.85,1017.816,0,0,1,46
81435,81435,81435,48:34.8,-1.175329,-0.2485427,-0.01855525,-17.57866,-17.57866,23.98755,16.85,1017.816,0,0,1,46
81436,81436,81436,48:34.9,-0.560564,-0.07959227,0.01367229,-3.295999,-1.403851,5.432295,16.84,1017.808,0,0,1,46
81437,81437,81437,48:35.0,-0.6015809,-0.1406293,-0.1069369,-0.7324442,-6.897183,-6.286813,16.84,1017.808,0,0,1,46
81438,81438,81438,48:35.0,-0.9824519,-0.07031465,-0.1728568,1.831111,-19.22666,-15.9917,16.84,1017.808,0,0,1,46
81439,81439,81439,48:35.1,-1.01175,-0.148442,0.01171911,21.36296,-8.911405,-6.836146,16.84,1017.835,0,0,1,46
81440,81440,81440,48:35.2,-1.213904,-0.4463027,0.1523484,17.33451,14.832,22.40059,16.84,1017.835,0,0,1,46
81441,81441,81441,48:35.3,-1.346721,-0.4038209,0.07422101,11.41392,19.34874,11.84118,16.84,1017.827,0,0,1,46
81442,81442,81442,48:35.4,-0.6079287,-0.03564562,-0.08154546,-8.117924,-5.371258,6.408887,16.83,1017.819,0,0,1,46
81443,81443,81443,48:35.4,-0.5752129,-0.01660207,0.09424116,4.150517,2.014222,-7.56859,16.84,1017.827,0,0,1,46
81444,81444,81444,48:35.5,-0.7607654,-0.08789331,0.1977599,-11.65807,9.460738,-16.48,16.84,1017.827,0,0,1,46
