,Unnamed: 0,line,time,Acceleration(X)[g],Acceleration(Y)[g],Acceleration(Z)[g],AngularRate(X)[dps],AngularRate(Y)[dps],AngularRate(Z)[dps],Temperature[degree],Pressure[hPa],MagnetCount,MagnetSwitch,onCrossroad,crossroadID
75400,75400,75400,40:32.0,-1.187048,-0.3720817,0.05224769,5.432295,3.906369,-9.82696,18.17,1017.499,0,0,0,0
75401,75401,75401,40:32.1,-0.9121372,-0.2265694,0.09765923,2.25837,7.202368,-15.38133,18.18,1017.535,0,0,0,0
75402,75402,75402,40:32.2,-0.6299021,-0.1743217,-0.001953185,0.3051851,10.37629,-6.653035,18.17,1017.519,0,0,0,0
75403,75403,75403,40:32.2,-1.463424,-0.4487442,0.4399548,1.281777,0.3051851,24.96414,18.17,1017.554,0,0,0,0
75404,75404,75404,40:32.3,-1.230018,-0.4926908,0.07812738,-7.629627,-0.6714072,14.46577,18.18,1017.562,0,0,0,0
75405,75405,75405,40:32.4,-0.7563707,-0.1552782,0.06445509,-5.005035,-3.723258,-1.342814,18.18,1017.535,0,0,0,0
75406,75406,75406,40:32.5,-0.5996277,-0.1020539,0.1064486,1.464888,-0.8545183,-1.037629,18.18,1017.516,0,0,0,0
75407,75407,75407,40:32.6,-0.7217017,-0.1420942,0.1962951,-7.873775,0.6103702,4.08948,18.17,1017.499,0,0,0,0
75408,75408,75408,40:32.6,-0.9194617,-0.3037202,0.100589,-21.17985,2.86874,18.18903,18.17,1017.527,0,0,0,0
75409,75409,75409,40:32.7,-1.59917,-0.4438612,0.06445509,-11.47496,3.418073,50.17243,18.18,1017.507,0,0,0,0
75410,75410,75410,40:32.8,-1.379925,-0.2861415,0.1079134,-12.32948,-6.591998,36.31703,18.17,1017.499,0,0,0,0
75411,75411,75411,40:32.9,-0.9536424,-0.140141,-0.02050844,-12.39051,-1.342814,16.78518,18.17,1017.499,0,0,0,0
75412,75412,75412,40:33.0,-0.7319559,-0.05810724,-0.03271584,-1.648,-3.47911,3.418073,18.18,1017.535,0,0,0,0
75413,75413,75413,40:33.0,-0.8349864,-0.04052858,-0.05810724,12.14637,-8.239998,-9.521775,18.18,1017.507,0,0,0,0
75414,75414,75414,40:33.1,-0.8076419,-0.02880947,0.04101688,22.70577,-6.95822,-8.117924,18.17,1017.499,0,0,0,0
75415,75415,75415,40:33.2,-1.782769,-0.02246162,0.3252052,23.19407,10.68148,26.12384,18.17,1017.519,0,0,0,0
75416,75416,75416,40:33.3,-0.8965117,-0.2373119,0.07129124,-6.286813,12.57363,13.61126,18.17,1017.491,0,0,0,0
75417,75417,75417,40:33.4,-1.116245,-0.1543016,0.04101688,-13.06192,-1.770074,-8.911405,18.17,1017.491,0,0,0,0
75418,75418,75418,40:33.4,-0.7070528,-0.0380871,0.1171911,7.873775,7.690664,-21.42399,18.17,1017.499,0,0,0,0
75419,75419,75419,40:33.5,-0.8291269,0.02832118,0.1357463,4.272591,1.831111,-21.91229,18.17,1017.472,0,0,0,0
75420,75420,75420,40:33.6,-0.7553942,-0.2202216,0.1298868,-6.775109,2.502518,-17.70074,18.18,1017.507,0,0,0,0
75421,75421,75421,40:33.7,-0.7925047,-0.1391644,-0.004882962,-1.22074,4.272591,13.55022,18.18,1017.535,0,0,0,0
75422,75422,75422,40:33.8,-1.423383,-0.09912412,-0.02978607,14.64888,-5.066072,43.70251,18.18,1017.507,0,0,0,0
75423,75423,75423,40:33.8,-0.7314677,0.01367229,0.09814753,9.338664,7.324442,3.234962,18.18,1017.507,0,0,0,0
75424,75424,75424,40:33.9,-0.7417219,0.03466903,0.05175939,6.286813,1.403851,-12.45155,18.17,1017.491,0,0,0,0
75425,75425,75425,40:34.0,-0.9072543,-0.005371258,0.05322428,-0.6103702,-7.934813,-35.76769,18.17,1017.546,0,0,0,0
75426,75426,75426,40:34.1,-0.8501236,-0.05420087,0.09619434,-4.150517,-10.92563,-28.62636,18.16,1017.511,0,0,0,0
75427,75427,75427,40:34.2,-1.105502,-0.1567431,0.01709037,-12.45155,1.709037,7.141331,18.16,1017.483,0,0,0,0
75428,75428,75428,40:34.2,-1.110874,-0.3584094,0.2485427,-27.34459,5.066072,21.72918,18.17,1017.519,0,0,0,0
75429,75429,75429,40:34.3,-1.18363,-0.3588977,-0.05615406,-25.94073,10.37629,0.7324442,18.17,1017.519,0,0,0,0
75430,75430,75430,40:34.4,-0.6504105,-0.1489303,-0.01562548,-2.319407,9.704886,-6.836146,18.17,1017.527,0,0,0,0
75431,75431,75431,40:34.5,-0.7212134,0.05371258,0.1772515,27.58873,16.29688,-8.606219,18.17,1017.554,0,0,0,0
75432,75432,75432,40:34.6,-0.9648732,0.02978607,0.3139744,20.14222,13.24503,-5.798517,18.17,1017.546,0,0,0,0
75433,75433,75433,40:34.6,-0.7573473,-0.06640828,0.2099673,-2.075259,8.850368,10.31526,18.16,1017.511,0,0,0,0
75434,75434,75434,40:34.7,-1.495163,-0.34962,0.013184,9.277627,-15.07614,18.18903,18.16,1017.511,0,0,0,0
75435,75435,75435,40:34.8,-1.000519,0.08203375,0.1254921,32.28858,-32.59377,10.01007,18.16,1017.511,0,0,0,0
75436,75436,75436,40:34.9,-1.049837,-0.02246162,0.1035188,18.12799,-8.423109,0.06103702,18.17,1017.491,0,0,0,0
75437,75437,75437,40:35.0,-0.6518754,-0.005859554,0.06738487,-2.990814,-4.577776,-10.74252,18.17,1017.499,0,0,0,0
75438,75438,75438,40:35.0,-0.8784448,0.02783288,0.02392651,-9.82696,-8.667256,-22.40059,18.17,1017.519,0,0,0,0
75439,75439,75439,40:35.1,-0.888699,-0.0502945,0.005371258,-10.5594,-8.78933,-17.88385,18.16,1017.511,0,0,0,0
75440,75440,75440,40:35.2,-1.326212,-0.3935667,0.08789331,-17.45659,2.136296,0.9155553,18.17,1017.519,0,0,0,0
