,Unnamed: 0,line,time,Acceleration(X)[g],Acceleration(Y)[g],Acceleration(Z)[g],AngularRate(X)[dps],AngularRate(Y)[dps],AngularRate(Z)[dps],Temperature[degree],Pressure[hPa],MagnetCount,MagnetSwitch,onCrossroad,crossroadID
0,80313,80313,1:47:05.04,-1.089389,-0.206061,0.04004028,8.667256,-15.56444,2.624592,17.11,1017.733,0,0,0,0
1,80314,80314,1:47:05.12,-0.5117344,0.004394665,0.01074252,20.75259,10.19318,-5.676443,17.11,1017.678,0,0,0,0
2,80315,80315,1:47:05.20,-0.5063631,-0.06201361,-0.07129124,18.7994,-7.629627,-15.13718,17.11,1017.659,0,0,0,0
3,80316,80316,1:47:05.28,-0.8442639999999999,0.03564562,-0.09277627,14.70992,-20.81362,-23.43822,17.1,1017.616,0,0,0,0
4,80317,80317,1:47:05.36,-1.0889,-0.1210974,-0.08594012,12.51259,-1.22074,-2.197333,17.1,1017.635,0,0,0,0
5,80318,80318,1:47:05.44,-1.004913,-0.5195470999999999,0.2021546,-14.70992,18.00592,18.43318,17.09,1017.627,0,0,0,0
6,80319,80319,1:47:05.52,-1.436567,-0.4082156,-0.09424116,-21.30192000000001,25.51347,2.8687400000000003,17.09,1017.627,0,0,0,0
7,80320,80320,1:47:05.60,-0.954619,-0.04736473,-0.006836146,-19.2877,-2.197333,10.31526,17.09,1017.6,0,0,0,0
8,80321,80321,1:47:05.68,-0.5219885999999999,-0.02832118,0.02783288,4.882962,11.536,3.6011839999999995,17.1,1017.608,0,0,0,0
9,80322,80322,1:47:05.76,-0.4082156,-0.06006043,0.08789331,-6.164739,10.43733,-1.770074,17.09,1017.627,0,0,0,0
10,80323,80323,1:47:05.84,-0.9287393,-0.3125095,-0.02050844,-6.95822,7.202367999999999,2.502518,17.09,1017.619,0,0,0,0
11,80324,80324,1:47:05.92,-1.167516,-0.1933653,-0.2070376,14.46577,-12.14637,26.12384,17.09,1017.627,0,0,0,0
12,80325,80325,1:47:06.00,-1.538621,-0.2382885,0.1518601,40.2234,-13.42814,4.9439980000000014,17.09,1017.627,0,0,0,0
