,Unnamed: 0,line,time,Acceleration(X)[g],Acceleration(Y)[g],Acceleration(Z)[g],AngularRate(X)[dps],AngularRate(Y)[dps],AngularRate(Z)[dps],Temperature[degree],Pressure[hPa],MagnetCount,MagnetSwitch,onCrossroad,crossroadID
0,76551,76551,1:42:04.08,-0.9297159,-0.1694388,-0.04882962,-26.06281,-5.12711,9.21659,17.97,1017.554,0,0,0,0
1,76552,76552,1:42:04.16,-0.7500229,-0.03418073,-0.0756858999999999,-26.73421,-4.638813,-4.760888,17.96,1017.574,0,0,0,0
2,76553,76553,1:42:04.24,-0.8344981,-0.122074,-0.0766625,-19.16562,-8.423109,-13.8554,17.96,1017.546,0,0,0,0
3,76554,76554,1:42:04.32,-0.8945584999999999,-0.126957,-0.179693,-11.16977,-10.13214,-22.70577,17.97,1017.582,0,0,0,0
4,76555,76555,1:42:04.40,-1.007355,-0.03418073,-0.05517747,5.310221,-7.324441999999999,-14.954070000000002,17.97,1017.554,0,0,0,0
5,76556,76556,1:42:04.48,-1.454146,-0.3252052,0.07275613,18.86044,16.35792,15.74755,17.97,1017.582,0,0,0,0
6,76557,76557,1:42:04.56,-0.8388928,-0.4790185,0.1069369,7.507553,19.22666,3.051851,17.97,1017.582,0,0,0,0
7,76558,76558,1:42:04.64,-1.0347,-0.2817469,0.04980621,-0.6714071999999999,13.61126,-7.202367999999999,17.97,1017.554,0,0,0,0
8,76559,76559,1:42:04.72,-0.7339091,-0.1733451,-0.01025422,-2.197333,-5.005035,-11.96326,17.96,1017.519,0,0,0,0
9,76560,76560,1:42:04.80,-0.7622303,-0.1010773,0.1333047999999999,2.746666,-1.831111,-18.86044,17.96,1017.574,0,0,0,0
10,76561,76561,1:42:04.88,-0.9155553,-0.179693,0.09765923,0.9155553,2.075259,-19.83703,17.97,1017.582,0,0,0,0
11,76562,76562,1:42:04.96,-0.9355754,-0.3481552,0.126957,-2.746666,5.432295,-11.536,17.97,1017.554,0,0,0,0
